x,y,z
8812.5,2375,344.1678777
8875,2375,343.6285875
8937.5,2375,329.3323009
9000,2375,319.4524518
1000,2437.5,187.2435889
1062.5,2437.5,196.5776847
1125,2437.5,201.1624608
1187.5,2437.5,203.229783
1250,2437.5,199.3707289
1312.5,2437.5,199.5479452
1375,2437.5,199.837502
1437.5,2437.5,210.1378883
1500,2437.5,210.7635899
1562.5,2437.5,217.947826
1625,2437.5,225.9266032
1687.5,2437.5,226.2980676
1750,2437.5,228.2494987
1812.5,2437.5,232.1021326
1875,2437.5,238.2748698
1937.5,2437.5,241.6275415
2000,2437.5,247.2135407
2062.5,2437.5,257.2394318
2125,2437.5,258.764933
2187.5,2437.5,269.5799499
2250,2437.5,281.1749019
2312.5,2437.5,277.8285087
2375,2437.5,284.1310747
2437.5,2437.5,285.8014483
2500,2437.5,287.9104379
2562.5,2437.5,289.5300089
2625,2437.5,291.525283
2687.5,2437.5,293.0668995
2750,2437.5,286.7766877
2812.5,2437.5,294.0373591
2875,2437.5,301.6717266
2937.5,2437.5,307.6328576
3000,2437.5,310.3564072
3062.5,2437.5,324.7887115
3125,2437.5,328.1033052
3187.5,2437.5,341.975479
3250,2437.5,358.2032328
3312.5,2437.5,360.9634729
3375,2437.5,368.0692106
3437.5,2437.5,364.5923629
3500,2437.5,361.1883875
3562.5,2437.5,379.601075
3625,2437.5,393.290003
3687.5,2437.5,403.5363092
3750,2437.5,415.5525892
3812.5,2437.5,424.3708262
3875,2437.5,431.7752611
3937.5,2437.5,429.1392555
4000,2437.5,433.6220167
4062.5,2437.5,448.2281315
4125,2437.5,459.1230576
4187.5,2437.5,470.5349036
4250,2437.5,476.5601585
4312.5,2437.5,483.7424988
4375,2437.5,499.5493247
4437.5,2437.5,501.9351419
4500,2437.5,520.8683279
4562.5,2437.5,539.9719938
4625,2437.5,553.9458492
4687.5,2437.5,549.3525692
4750,2437.5,559.0826016
4812.5,2437.5,563.6281293
4875,2437.5,567.3016061
4937.5,2437.5,573.2401826
5000,2437.5,571.2485935
5062.5,2437.5,571.257846
5125,2437.5,573.9968808
5187.5,2437.5,576.3780427
5250,2437.5,572.3725927
5312.5,2437.5,571.3460093
5375,2437.5,559.3272197
5437.5,2437.5,552.2526463
5500,2437.5,550.2140002
5562.5,2437.5,546.5984254
5625,2437.5,544.9775033
5687.5,2437.5,545.1813157
5750,2437.5,548.7461376
5812.5,2437.5,542.4455211
5875,2437.5,541.7555022
5937.5,2437.5,536.0573996
6000,2437.5,537.6653379
6062.5,2437.5,530.2159481
6125,2437.5,524.1582103
6187.5,2437.5,513.3000004
6250,2437.5,502.7352053
6312.5,2437.5,501.7075756
6375,2437.5,500.3985335
6437.5,2437.5,502.3187011
6500,2437.5,497.3067528
6562.5,2437.5,500.1356692
6625,2437.5,496.179271
6687.5,2437.5,483.9816153
6750,2437.5,485.6864814
6812.5,2437.5,488.8230995
6875,2437.5,489.0191848
6937.5,2437.5,490.1631388
7000,2437.5,488.5256817
7062.5,2437.5,490.705561
7125,2437.5,487.5616364
7187.5,2437.5,482.4418102
7250,2437.5,481.8563229
7312.5,2437.5,474.0814723
7375,2437.5,460.7073975
7437.5,2437.5,468.1674764
7500,2437.5,462.2833131
7562.5,2437.5,457.0623953
7625,2437.5,462.3538428
7687.5,2437.5,458.2347333
7750,2437.5,452.2808141
7812.5,2437.5,444.1300819
7875,2437.5,443.2160569
7937.5,2437.5,435.3060948
8000,2437.5,432.546568
8062.5,2437.5,432.9801738
8125,2437.5,420.4472798
8187.5,2437.5,413.7241521
8250,2437.5,398.6244732
8312.5,2437.5,404.3394458
8375,2437.5,401.1409691
8437.5,2437.5,390.9068363
8500,2437.5,385.6123775
8562.5,2437.5,379.0293582
8625,2437.5,368.9345518
8687.5,2437.5,365.7854753
8750,2437.5,356.4623755
8812.5,2437.5,359.4977778
8875,2437.5,349.2925933
8937.5,2437.5,345.8579347
9000,2437.5,337.721565
1000,2500,199.0066125
1062.5,2500,206.9151505
1125,2500,214.4746027
1187.5,2500,212.578997
1250,2500,209.9296657
1312.5,2500,209.7643788
1375,2500,208.2103911
1437.5,2500,211.1083891
1500,2500,226.1896013
1562.5,2500,228.5545948
1625,2500,235.6270983
1687.5,2500,230.5024293
1750,2500,229.5375097
1812.5,2500,234.0160738
1875,2500,234.9197656
1937.5,2500,243.4390647
2000,2500,250.2741673
2062.5,2500,264.0452791
2125,2500,269.8148224
2187.5,2500,273.9634398
2250,2500,283.3130013
2312.5,2500,293.6236191
2375,2500,296.8216879
2437.5,2500,296.2514766
2500,2500,295.988509
2562.5,2500,296.1460901
2625,2500,294.6693131
2687.5,2500,293.3366013
2750,2500,285.9927493
2812.5,2500,301.397639
2875,2500,306.4561941
2937.5,2500,314.6319769
3000,2500,311.9645604
3062.5,2500,327.9859782
3125,2500,340.9400031
3187.5,2500,348.029664
3250,2500,360.4608
3312.5,2500,358.4271423
3375,2500,363.4073342
3437.5,2500,358.8890815
3500,2500,358.6145565
3562.5,2500,375.0468958
3625,2500,387.3846237
3687.5,2500,403.7657979
3750,2500,419.6130576
3812.5,2500,427.1545276
3875,2500,433.6379815
3937.5,2500,435.6657966
4000,2500,436.3846639
4062.5,2500,449.4407985
4125,2500,463.639371
4187.5,2500,473.5836528
4250,2500,477.4808438
4312.5,2500,487.6619405
4375,2500,497.7191778
4437.5,2500,512.0714496
4500,2500,525.727152
4562.5,2500,541.265921
4625,2500,551.9559716
4687.5,2500,559.9294515
4750,2500,568.9326438
4812.5,2500,571.790184
4875,2500,571.3412795
4937.5,2500,580.4180377
5000,2500,581.7111443
5062.5,2500,582.258038
5125,2500,581.7655023
5187.5,2500,582.9175358
5250,2500,582.7545721
5312.5,2500,581.9469286
5375,2500,572.0165801
5437.5,2500,561.5788018
5500,2500,550.805436
5562.5,2500,547.0086028
5625,2500,542.8510052
5687.5,2500,549.2221986
5750,2500,554.8591116
5812.5,2500,548.5200612
5875,2500,541.6561273
5937.5,2500,542.2635428
6000,2500,542.0926325
6062.5,2500,534.7231423
6125,2500,526.5685394
6187.5,2500,513.054785
6250,2500,507.5544487
6312.5,2500,500.2098087
6375,2500,504.0012771
6437.5,2500,506.6564598
6500,2500,512.0283596
6562.5,2500,505.7638725
6625,2500,505.6971503
6687.5,2500,499.3719504
6750,2500,499.976327
6812.5,2500,496.9545845
6875,2500,492.4638854
6937.5,2500,496.2051436
7000,2500,496.6514771
7062.5,2500,499.4626002
7125,2500,487.2968771
7187.5,2500,492.0188312
7250,2500,481.7277328
7312.5,2500,464.9595481
7375,2500,454.9726385
7437.5,2500,462.6070382
7500,2500,459.8365639
7562.5,2500,458.6613138
7625,2500,458.9317332
7687.5,2500,449.9462214
7750,2500,456.008799
7812.5,2500,444.8823959
7875,2500,435.9324445
7937.5,2500,428.3152812
8000,2500,425.8070226
8062.5,2500,422.9466257
8125,2500,416.0967005
8187.5,2500,413.3542712
8250,2500,402.6438367
8312.5,2500,404.8410195
8375,2500,401.0133546
8437.5,2500,392.2095128
8500,2500,386.0419942
8562.5,2500,383.6905294
8625,2500,374.6226401
8687.5,2500,372.6404394
8750,2500,368.7219311
8812.5,2500,364.0051283
8875,2500,361.7506368
8937.5,2500,359.0249436
9000,2500,354.8002829
1000,2562.5,216.1698881
1062.5,2562.5,215.7670229
1125,2562.5,219.1178401
1187.5,2562.5,221.7674651
1250,2562.5,219.6189906
1312.5,2562.5,226.3230096
1375,2562.5,223.0915853
1437.5,2562.5,231.4130144
1500,2562.5,245.3335778
1562.5,2562.5,248.2923873
1625,2562.5,249.059388
1687.5,2562.5,242.8583642
1750,2562.5,241.3761525
1812.5,2562.5,244.9545588
1875,2562.5,247.1992688
1937.5,2562.5,253.0252541
2000,2562.5,251.4674567
2062.5,2562.5,265.2103811
2125,2562.5,273.4154668
2187.5,2562.5,281.2876924
2250,2562.5,291.1418482
2312.5,2562.5,287.8019731
2375,2562.5,298.7866324
2437.5,2562.5,288.0257108
2500,2562.5,297.6813837
2562.5,2562.5,296.7058006
2625,2562.5,301.0765634
2687.5,2562.5,296.0399752
2750,2562.5,287.9563802
2812.5,2562.5,300.6425906
2875,2562.5,309.0901657
2937.5,2562.5,310.3974318
3000,2562.5,311.5037699
3062.5,2562.5,324.7342663
3125,2562.5,339.2572305
3187.5,2562.5,358.1293018
3250,2562.5,362.1799088
3312.5,2562.5,360.4963186
3375,2562.5,360.2138462
3437.5,2562.5,361.019303
3500,2562.5,357.8740654
3562.5,2562.5,377.2041207
3625,2562.5,396.4302173
3687.5,2562.5,410.9153631
3750,2562.5,413.2642756
3812.5,2562.5,424.2802158
3875,2562.5,438.162203
3937.5,2562.5,442.9090029
4000,2562.5,438.8608319
4062.5,2562.5,454.9509278
4125,2562.5,467.8290495
4187.5,2562.5,474.8766809
4250,2562.5,478.3650698
4312.5,2562.5,489.5439568
4375,2562.5,493.3333831
4437.5,2562.5,509.1772708
4500,2562.5,527.9992753
4562.5,2562.5,546.8727392
4625,2562.5,560.3949077
4687.5,2562.5,573.2844582
4750,2562.5,577.466121
4812.5,2562.5,573.903321
4875,2562.5,569.6092363
4937.5,2562.5,584.2610935
5000,2562.5,583.1104081
5062.5,2562.5,582.6378971
5125,2562.5,587.6959206
5187.5,2562.5,586.9510678
5250,2562.5,584.0526291
5312.5,2562.5,580.0169868
5375,2562.5,574.6687746
5437.5,2562.5,571.1794105
5500,2562.5,555.1263048
5562.5,2562.5,559.9835497
5625,2562.5,561.4856058
5687.5,2562.5,553.9659347
5750,2562.5,559.1828598
5812.5,2562.5,551.0496908
5875,2562.5,547.8593837
5937.5,2562.5,546.9675356
6000,2562.5,550.5341469
6062.5,2562.5,543.4183631
6125,2562.5,539.4236704
6187.5,2562.5,528.3472866
6250,2562.5,520.494718
6312.5,2562.5,523.438439
6375,2562.5,521.7089168
6437.5,2562.5,521.502264
6500,2562.5,523.6990482
6562.5,2562.5,513.5853683
6625,2562.5,508.7356562
6687.5,2562.5,505.9960889
6750,2562.5,502.749789
6812.5,2562.5,505.2265671
6875,2562.5,495.9752069
6937.5,2562.5,502.6413056
7000,2562.5,498.187592
7062.5,2562.5,500.5756322
7125,2562.5,486.1292204
7187.5,2562.5,487.7094721
7250,2562.5,487.0530184
7312.5,2562.5,470.6200539
7375,2562.5,462.5836902
7437.5,2562.5,458.1996767
7500,2562.5,458.4538776
7562.5,2562.5,467.343228
7625,2562.5,463.690347
7687.5,2562.5,455.3417485
7750,2562.5,456.4294241
7812.5,2562.5,448.5607412
7875,2562.5,439.1209155
7937.5,2562.5,430.8941165
8000,2562.5,425.9145756
8062.5,2562.5,414.3439609
8125,2562.5,415.1740789
8187.5,2562.5,406.3199877
8250,2562.5,393.8936998
8312.5,2562.5,390.7053588
8375,2562.5,392.3943013
8437.5,2562.5,389.1974812
8500,2562.5,387.1921477
8562.5,2562.5,383.1003527
8625,2562.5,381.3811419
8687.5,2562.5,384.0020342
8750,2562.5,377.6448738
8812.5,2562.5,367.8178076
8875,2562.5,367.6890562
8937.5,2562.5,362.0373399
9000,2562.5,357.4868876
1000,2625,236.6796841
1062.5,2625,239.8694111
1125,2625,231.7769035
1187.5,2625,228.8946806
1250,2625,228.4328382
1312.5,2625,229.372085
1375,2625,237.946846
1437.5,2625,251.0559978
1500,2625,265.3614512
1562.5,2625,264.7532386
1625,2625,258.3914312
1687.5,2625,254.4434609
1750,2625,249.4172834
1812.5,2625,252.5661409
1875,2625,261.7976758
1937.5,2625,263.5731126
2000,2625,257.9754807
2062.5,2625,266.6440371
2125,2625,279.4778966
2187.5,2625,291.6380416
2250,2625,301.8109562
2312.5,2625,300.6673005
2375,2625,296.6597164
2437.5,2625,289.5159118
2500,2625,283.8044016
2562.5,2625,293.9881065
2625,2625,303.8475877
2687.5,2625,293.9305394
2750,2625,295.3050372
2812.5,2625,301.254752
2875,2625,310.4096011
2937.5,2625,313.2672664
3000,2625,311.7684853
3062.5,2625,326.7100141
3125,2625,339.8510594
3187.5,2625,351.8217967
3250,2625,357.9532259
3312.5,2625,355.2003882
3375,2625,355.7528213
3437.5,2625,361.1520032
3500,2625,364.6292401
3562.5,2625,378.450963
3625,2625,394.1087599
3687.5,2625,402.9258238
3750,2625,407.7809396
3812.5,2625,419.8232709
3875,2625,429.3294499
3937.5,2625,440.3893371
4000,2625,442.6624797
4062.5,2625,453.1734172
4125,2625,463.0070085
4187.5,2625,471.6943846
4250,2625,481.5567463
4312.5,2625,482.2925429
4375,2625,494.7372812
4437.5,2625,514.9982556
4500,2625,529.5334463
4562.5,2625,548.4588754
4625,2625,567.4331175
4687.5,2625,577.6974028
4750,2625,579.18388
4812.5,2625,584.8006938
4875,2625,579.5814222
4937.5,2625,585.5922534
5000,2625,583.7383758
5062.5,2625,583.0362859
5125,2625,593.3090407
5187.5,2625,588.9955398
5250,2625,578.2729246
5312.5,2625,575.9313206
5375,2625,572.7989819
5437.5,2625,567.2291702
5500,2625,558.1430775
5562.5,2625,555.0745131
5625,2625,560.6663529
5687.5,2625,559.2505719
5750,2625,555.758221
5812.5,2625,558.0438467
5875,2625,559.7938646
5937.5,2625,553.2754138
6000,2625,556.0506997
6062.5,2625,553.5523087
6125,2625,551.8462988
6187.5,2625,535.4787645
6250,2625,529.5925652
6312.5,2625,535.6664047
6375,2625,528.1533853
6437.5,2625,535.5557796
6500,2625,538.6025255
6562.5,2625,522.0692122
6625,2625,513.2066877
6687.5,2625,513.2802891
6750,2625,513.3603775
6812.5,2625,506.7345208
6875,2625,499.4496596
6937.5,2625,498.4280283
7000,2625,498.6383715
7062.5,2625,492.5002622
7125,2625,483.5455323
7187.5,2625,484.6950849
7250,2625,484.4640883
7312.5,2625,482.5012381
7375,2625,476.218518
7437.5,2625,467.7006987
7500,2625,463.8657951
7562.5,2625,462.9314478
7625,2625,460.4438883
7687.5,2625,455.4045981
7750,2625,458.0596052
7812.5,2625,447.7336447
7875,2625,440.3330492
7937.5,2625,430.8131176
8000,2625,425.3984389
8062.5,2625,413.218696
8125,2625,409.8426131
8187.5,2625,394.2117228
8250,2625,378.5096469
8312.5,2625,380.4897162
8375,2625,382.3711604
8437.5,2625,385.7160458
8500,2625,389.4051959
8562.5,2625,394.1178099
8625,2625,390.7430863
8687.5,2625,390.4789502
8750,2625,392.9720846
8812.5,2625,378.3908707
8875,2625,366.1274723
8937.5,2625,369.814147
9000,2625,359.9474333
1000,2687.5,242.3620087
1062.5,2687.5,244.2280884
1125,2687.5,242.4382215
1187.5,2687.5,247.2141546
1250,2687.5,243.9160671
1312.5,2687.5,255.6955879
1375,2687.5,262.1923294
1437.5,2687.5,267.9013194
1500,2687.5,277.2435057
1562.5,2687.5,276.8061937
1625,2687.5,268.443523
1687.5,2687.5,268.3968148
1750,2687.5,263.3563039
1812.5,2687.5,260.418258
1875,2687.5,272.9968442
1937.5,2687.5,270.9035897
2000,2687.5,273.8151699
2062.5,2687.5,288.3925233
2125,2687.5,299.3840808
2187.5,2687.5,300.284728
2250,2687.5,297.571881
2312.5,2687.5,291.6687067
2375,2687.5,288.7019333
2437.5,2687.5,286.6101231
2500,2687.5,283.2876429
2562.5,2687.5,290.2586172
2625,2687.5,308.6734387
2687.5,2687.5,296.6080741
2750,2687.5,289.2803387
2812.5,2687.5,294.6651296
2875,2687.5,305.2796801
2937.5,2687.5,314.2773242
3000,2687.5,315.5993138
3062.5,2687.5,327.589955
3125,2687.5,336.2405249
3187.5,2687.5,346.2653878
3250,2687.5,358.2961922
3312.5,2687.5,359.6806494
3375,2687.5,365.4853764
3437.5,2687.5,369.2408854
3500,2687.5,368.241188
3562.5,2687.5,377.7130613
3625,2687.5,384.2311596
3687.5,2687.5,396.9748067
3750,2687.5,408.201124
3812.5,2687.5,417.6845139
3875,2687.5,426.7945438
3937.5,2687.5,444.3603363
4000,2687.5,447.4381066
4062.5,2687.5,459.3319316
4125,2687.5,473.4491061
4187.5,2687.5,480.6309395
4250,2687.5,487.2569305
4312.5,2687.5,493.4690248
4375,2687.5,503.0518453
4437.5,2687.5,523.1290174
4500,2687.5,530.9830965
4562.5,2687.5,559.502383
4625,2687.5,566.0114405
4687.5,2687.5,577.0939248
4750,2687.5,580.278974
4812.5,2687.5,587.2502576
4875,2687.5,583.0442921
4937.5,2687.5,587.2320327
5000,2687.5,586.5207361
5062.5,2687.5,586.0770472
5125,2687.5,588.3227015
5187.5,2687.5,586.250192
5250,2687.5,583.4883875
5312.5,2687.5,574.8292635
5375,2687.5,567.1468148
5437.5,2687.5,563.1115073
5500,2687.5,560.728667
5562.5,2687.5,561.0504889
5625,2687.5,558.7765156
5687.5,2687.5,556.6848841
5750,2687.5,556.9363437
5812.5,2687.5,564.5773097
5875,2687.5,560.2064014
5937.5,2687.5,558.1797437
6000,2687.5,567.2898059
6062.5,2687.5,565.7343955
6125,2687.5,565.1423729
6187.5,2687.5,552.597401
6250,2687.5,546.3793086
6312.5,2687.5,549.2874627
6375,2687.5,543.2727872
6437.5,2687.5,543.2104648
6500,2687.5,549.0801723
6562.5,2687.5,538.2759224
6625,2687.5,522.46563
6687.5,2687.5,522.7002172
6750,2687.5,519.908019
6812.5,2687.5,513.4934129
6875,2687.5,515.3005697
6937.5,2687.5,508.9872697
7000,2687.5,504.4191623
7062.5,2687.5,502.3234461
7125,2687.5,490.688191
7187.5,2687.5,489.6311005
7250,2687.5,487.4618954
7312.5,2687.5,480.0929039
7375,2687.5,475.5020352
7437.5,2687.5,471.0850396
7500,2687.5,466.5004775
7562.5,2687.5,459.4125729
7625,2687.5,458.3304968
7687.5,2687.5,458.8007987
7750,2687.5,455.4927957
7812.5,2687.5,449.0100206
7875,2687.5,444.0064287
7937.5,2687.5,429.806224
8000,2687.5,424.6212829
8062.5,2687.5,421.4793321
8125,2687.5,403.4299477
8187.5,2687.5,393.3858488
8250,2687.5,382.8445265
8312.5,2687.5,384.5354394
8375,2687.5,385.701408
8437.5,2687.5,390.7047147
8500,2687.5,393.3334744
8562.5,2687.5,406.5920764
8625,2687.5,398.8381952
8687.5,2687.5,400.3277392
8750,2687.5,401.1666326
8812.5,2687.5,396.5820713
8875,2687.5,379.5803778
8937.5,2687.5,375.3407527
9000,2687.5,367.4934375
1000,2750,249.5072721
1062.5,2750,249.1259445
1125,2750,254.1689774
1187.5,2750,256.5850245
1250,2750,266.3683706
1312.5,2750,275.6396871
1375,2750,278.5460414
1437.5,2750,279.815588
1500,2750,288.0899074
1562.5,2750,286.4975864
1625,2750,274.2289711
1687.5,2750,273.5804982
1750,2750,275.2111339
1812.5,2750,277.3475798
1875,2750,285.4613421
1937.5,2750,293.7117077
2000,2750,296.3280028
2062.5,2750,300.4374095
2125,2750,305.4631867
2187.5,2750,300.8703826
2250,2750,293.0472347
2312.5,2750,290.8574219
2375,2750,291.6895351
2437.5,2750,291.4390127
2500,2750,287.2902427
2562.5,2750,298.687515
2625,2750,307.7771459
2687.5,2750,299.7699496
2750,2750,290.6400775
2812.5,2750,304.6352764
2875,2750,308.9984989
2937.5,2750,314.537466
3000,2750,320.5253314
3062.5,2750,327.8548475
3125,2750,328.7804086
3187.5,2750,341.9387769
3250,2750,361.3006278
3312.5,2750,358.5771617
3375,2750,363.6949571
3437.5,2750,373.7319287
3500,2750,368.7528104
3562.5,2750,374.5208657
3625,2750,375.4752915
3687.5,2750,389.84648
3750,2750,404.7093903
3812.5,2750,414.314506
3875,2750,429.5639625
3937.5,2750,444.5511797
4000,2750,453.0094043
4062.5,2750,463.1298416
4125,2750,477.3893722
4187.5,2750,489.5165909
4250,2750,501.913795
4312.5,2750,511.4370084
4375,2750,516.7199018
4437.5,2750,524.3234345
4500,2750,535.7336223
4562.5,2750,551.988923
4625,2750,566.9579515
4687.5,2750,578.3461528
4750,2750,588.2083708
4812.5,2750,593.0246464
4875,2750,597.5898955
4937.5,2750,594.1544452
5000,2750,594.7547928
5062.5,2750,593.2256214
5125,2750,587.1396959
5187.5,2750,580.3887935
5250,2750,573.285626
5312.5,2750,570.1867765
5375,2750,564.8774096
5437.5,2750,561.1823059
5500,2750,559.1907679
5562.5,2750,563.4870349
5625,2750,556.5193587
5687.5,2750,555.8973371
5750,2750,552.7136902
5812.5,2750,559.6200845
5875,2750,561.9281573
5937.5,2750,563.8591784
6000,2750,572.3671646
6062.5,2750,569.50191
6125,2750,569.1692119
6187.5,2750,560.429711
6250,2750,558.7797355
6312.5,2750,561.3370181
6375,2750,564.6995598
6437.5,2750,552.1197802
6500,2750,558.2101412
6562.5,2750,546.4688258
6625,2750,535.778967
6687.5,2750,532.2354116
6750,2750,526.087284
6812.5,2750,522.9825785
6875,2750,528.6216054
6937.5,2750,517.2540314
7000,2750,505.8841432
7062.5,2750,498.7935473
7125,2750,492.8123228
7187.5,2750,497.0017456
7250,2750,496.0579307
7312.5,2750,490.1566143
7375,2750,479.7296407
7437.5,2750,471.2058445
7500,2750,468.2443423
7562.5,2750,452.7813111
7625,2750,450.2515816
7687.5,2750,448.0104126
7750,2750,454.886916
7812.5,2750,452.6276924
7875,2750,451.2527963
7937.5,2750,437.3702078
8000,2750,427.6827874
8062.5,2750,425.1864338
8125,2750,410.7698748
8187.5,2750,391.5121751
8250,2750,384.1624279
8312.5,2750,388.5820306
8375,2750,385.6329837
8437.5,2750,389.2621178
8500,2750,389.0034626
8562.5,2750,400.5376632
8625,2750,407.5171453
8687.5,2750,409.9531069
8750,2750,414.1416661
8812.5,2750,401.0707367
8875,2750,391.6531142
8937.5,2750,384.8059819
9000,2750,377.3568436
1000,2812.5,270.7998015
1062.5,2812.5,268.54786
1125,2812.5,268.5785952
1187.5,2812.5,273.6767124
1250,2812.5,276.3517918
1312.5,2812.5,283.7319577
1375,2812.5,287.4127964
1437.5,2812.5,294.0888616
1500,2812.5,303.116595
1562.5,2812.5,303.5789377
1625,2812.5,290.8349758
1687.5,2812.5,284.8872052
1750,2812.5,289.4820201
1812.5,2812.5,289.1737205
1875,2812.5,294.5918036
1937.5,2812.5,296.6584479
2000,2812.5,292.2837388
2062.5,2812.5,293.0146918
2125,2812.5,302.5201541
2187.5,2812.5,297.7215323
2250,2812.5,288.2848565
2312.5,2812.5,293.4287857
2375,2812.5,297.6722454
2437.5,2812.5,296.5707858
2500,2812.5,293.3019708
2562.5,2812.5,298.809494
2625,2812.5,306.4995587
2687.5,2812.5,305.5984369
2750,2812.5,291.9938301
2812.5,2812.5,308.3285492
2875,2812.5,316.8149086
2937.5,2812.5,323.2580356
3000,2812.5,328.9508642
3062.5,2812.5,333.8595895
3125,2812.5,333.9502686
3187.5,2812.5,342.9800476
3250,2812.5,365.956903
3312.5,2812.5,365.8514035
3375,2812.5,373.5723651
3437.5,2812.5,371.6191516
3500,2812.5,368.6086191
3562.5,2812.5,382.1441912
3625,2812.5,385.535868
3687.5,2812.5,403.398883
3750,2812.5,418.7734609
3812.5,2812.5,429.9832449
3875,2812.5,437.5190686
3937.5,2812.5,449.5663653
4000,2812.5,459.3644362
4062.5,2812.5,464.8782517
4125,2812.5,479.5418679
4187.5,2812.5,492.9918724
4250,2812.5,508.7927477
4312.5,2812.5,520.6092545
4375,2812.5,531.6351813
4437.5,2812.5,540.4929146
4500,2812.5,538.995347
4562.5,2812.5,555.3681858
4625,2812.5,566.2821047
4687.5,2812.5,582.7929925
4750,2812.5,592.9859785
4812.5,2812.5,602.2163521
4875,2812.5,608.8362694
4937.5,2812.5,602.3752406
5000,2812.5,603.7555596
5062.5,2812.5,606.7507713
5125,2812.5,595.8177244
5187.5,2812.5,591.7431305
5250,2812.5,584.0123822
5312.5,2812.5,581.2666887
5375,2812.5,574.9149643
5437.5,2812.5,578.3035694
5500,2812.5,574.7121257
5562.5,2812.5,567.7073344
5625,2812.5,559.368161
5687.5,2812.5,561.5097107
5750,2812.5,557.555861
5812.5,2812.5,555.420711
5875,2812.5,562.6750407
5937.5,2812.5,571.6632472
6000,2812.5,579.4932757
6062.5,2812.5,581.5094754
6125,2812.5,581.4859476
6187.5,2812.5,577.0360921
6250,2812.5,570.9626406
6312.5,2812.5,571.87593
6375,2812.5,572.5440346
6437.5,2812.5,569.8847741
6500,2812.5,565.9681817
6562.5,2812.5,552.9107243
6625,2812.5,541.8524343
6687.5,2812.5,532.4797334
6750,2812.5,526.9372251
6812.5,2812.5,527.8882184
6875,2812.5,532.4475996
6937.5,2812.5,513.68022
7000,2812.5,504.71105
7062.5,2812.5,495.9155218
7125,2812.5,484.1100443
7187.5,2812.5,490.7654158
7250,2812.5,487.9027681
7312.5,2812.5,482.3067648
7375,2812.5,482.1805904
7437.5,2812.5,470.4976787
7500,2812.5,464.8855142
7562.5,2812.5,459.6996166
7625,2812.5,449.9093125
7687.5,2812.5,446.0700509
7750,2812.5,457.2549839
7812.5,2812.5,451.7815333
7875,2812.5,447.4788304
7937.5,2812.5,440.2084197
8000,2812.5,430.8346502
8062.5,2812.5,420.688177
8125,2812.5,416.5779467
8187.5,2812.5,400.2059166
8250,2812.5,385.1914946
8312.5,2812.5,384.8693752
8375,2812.5,382.3032953
8437.5,2812.5,384.4071096
8500,2812.5,394.7096192
8562.5,2812.5,405.1242079
8625,2812.5,419.5737955
8687.5,2812.5,413.0327522
8750,2812.5,411.0693641
8812.5,2812.5,404.6244981
8875,2812.5,408.0811817
8937.5,2812.5,405.0806802
9000,2812.5,389.0905722
1000,2875,279.2284243
1062.5,2875,280.7312315
1125,2875,283.4601816
1187.5,2875,287.0733246
1250,2875,290.4181342
1312.5,2875,296.5477472
1375,2875,301.6191587
1437.5,2875,302.7758121
1500,2875,304.7622534
1562.5,2875,299.7784102
1625,2875,299.837113
1687.5,2875,294.1949259
1750,2875,295.9864
1812.5,2875,296.2847389
1875,2875,301.3510245
1937.5,2875,296.2547394
2000,2875,291.7881516
2062.5,2875,294.0712522
2125,2875,300.4490451
2187.5,2875,293.1239324
2250,2875,287.5002273
2312.5,2875,294.8322724
2375,2875,300.7898744
2437.5,2875,299.5293779
2500,2875,302.3917637
2562.5,2875,304.0732852
2625,2875,312.4416983
2687.5,2875,304.5016342
2750,2875,295.4153527
2812.5,2875,312.928041
2875,2875,332.700523
2937.5,2875,335.9940878
3000,2875,342.9442596
3062.5,2875,341.3546356
3125,2875,336.5861914
3187.5,2875,353.7265873
3250,2875,372.7097936
3312.5,2875,372.0431949
3375,2875,384.1110515
3437.5,2875,380.3978199
3500,2875,374.9931241
3562.5,2875,383.4193688
3625,2875,397.1445144
3687.5,2875,418.3597872
3750,2875,431.9801755
3812.5,2875,435.2867888
3875,2875,448.6745118
3937.5,2875,453.8304119
4000,2875,467.6154173
4062.5,2875,472.3854147
4125,2875,484.8742886
4187.5,2875,500.6918623
4250,2875,518.917463
4312.5,2875,525.0800467
4375,2875,539.6765948
4437.5,2875,542.826863
4500,2875,543.8034949
4562.5,2875,557.6158011
4625,2875,570.0508643
4687.5,2875,585.9216352
4750,2875,598.2599836
4812.5,2875,608.143946
4875,2875,617.4841125
4937.5,2875,620.3855749
5000,2875,622.3153144
5062.5,2875,621.1241318
5125,2875,607.3463597
5187.5,2875,602.8708256
5250,2875,595.2208507
5312.5,2875,595.34542
5375,2875,584.9999883
5437.5,2875,581.9230226
5500,2875,577.1876807
5562.5,2875,575.5866275
5625,2875,574.5541357
5687.5,2875,561.2111138
5750,2875,561.2919025
5812.5,2875,567.3358082
5875,2875,571.8597063
5937.5,2875,583.0322396
6000,2875,595.2423918
6062.5,2875,597.2380422
6125,2875,597.8780596
6187.5,2875,597.3283753
6250,2875,598.1270622
6312.5,2875,587.0183602
6375,2875,579.5537749
6437.5,2875,578.1101413
6500,2875,571.2891637
6562.5,2875,557.7735465
6625,2875,547.3675435
6687.5,2875,539.7623758
6750,2875,532.0097334
6812.5,2875,530.9790315
6875,2875,533.2473049
6937.5,2875,517.2747741
7000,2875,496.7516734
7062.5,2875,491.7943229
